Wsk_efek_pp;KPI_epp;KPI_sprzedaz;KPI_ek;Cel_SprzedażyMiesięcznej;Region2;Imię i nazwisko;Number of Records;Oddział (copy);Oddział;Region;czas rozmowy (bin);czas rozmowy;data rozmowy (copy);data rozmowy;kwota zakupu (bin);kwota zakupu;numer klienta;przedstawiciel (klienci4 H2:K7);przedstawiciel
0,002084746;źle;Źle;klient;73,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;59;19.08.2013;19.08.2013;Średnie zakupy;123;12;P04;P04
0,0125;źle;Źle;klient;60;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;8;16.09.2013;16.09.2013;Średnie zakupy;100;4;P02;P02
0,000794286;źle;Źle;klient;83,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;175;01.09.2013;01.09.2013;Średnie zakupy;139;11;P03;P03
0,001606383;źle;Źle;klient;90,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;94;09.09.2013;09.09.2013;Średnie zakupy;151;6;P02;P02
0,001117241;źle;Źle;klient;97,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;145;12.09.2013;12.09.2013;Średnie zakupy;162;15;P04;P04
0,001397516;źle;Źle;klient;135;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;161;15.08.2013;15.08.2013;Duże zakupu;225;5;P04;P04
0,002804348;źle;Źle;klient;77,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;46;01.10.2013;01.10.2013;Średnie zakupy;129;2;P05;P05
0,000791946;źle;Źle;klient;70,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;149;12.08.2013;12.08.2013;Średnie zakupy;118;6;P02;P02
0,001492424;źle;Źle;klient;118,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;132;18.10.2013;18.10.2013;Duże zakupu;197;11;P05;P05
0,0445;źle;Źle;klient;106,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;4;03.10.2013;03.10.2013;Średnie zakupy;178;3;P01;P01
0,0045;źle;Źle;klient;135;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;50;22.08.2013;22.08.2013;Duże zakupu;225;1;P01;P01
0,001040268;źle;Źle;klient;93;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;149;30.08.2013;30.08.2013;Średnie zakupy;155;11;P04;P04
0,000153846;źle;Źle;klient;13,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;143;11.09.2013;11.09.2013;Niewielki zakupy;22;13;P04;P04
0,001647059;źle;Źle;klient;67,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;68;24.08.2013;24.08.2013;Średnie zakupy;112;1;P04;P04
0,000923077;źle;Źle;klient;72;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;130;08.10.2013;08.10.2013;Średnie zakupy;120;4;P03;P03
0,000826531;źle;Źle;klient;48,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;98;12.09.2013;12.09.2013;Niewielki zakupy;81;7;P04;P04
0,023333333;źle;Źle;klient;42;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;3;24.09.2013;24.09.2013;Niewielki zakupy;70;2;P02;P02
0,003979167;źle;Źle;klient;114,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;48;02.10.2013;02.10.2013;Duże zakupu;191;6;P03;P03
0,002723077;źle;Źle;klient;106,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;65;10.10.2013;10.10.2013;Średnie zakupy;177;3;P02;P02
0,000411765;źle;Źle;klient;33,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;136;02.09.2013;02.09.2013;Niewielki zakupy;56;10;P01;P01
0,000755556;źle;Źle;klient;20,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;45;23.10.2013;23.10.2013;Niewielki zakupy;34;6;P04;P04
0,004370370;źle;Źle;klient;70,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;27;28.08.2013;28.08.2013;Średnie zakupy;118;15;P02;P02
0,000153846;źle;Źle;klient;12;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;130;15.09.2013;15.09.2013;Niewielki zakupy;20;5;P02;P02
0,001658537;źle;Źle;klient;81,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;82;18.08.2013;18.08.2013;Średnie zakupy;136;7;P05;P05
0,000547771;źle;Źle;klient;51,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;157;10.08.2013;10.08.2013;Niewielki zakupy;86;3;P05;P05
0,002081081;źle;Źle;klient;92,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;74;24.09.2013;24.09.2013;Średnie zakupy;154;11;P03;P03
0,001241135;źle;Źle;klient;105;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;141;13.09.2013;13.09.2013;Średnie zakupy;175;7;P03;P03
0,001654545;źle;Źle;klient;54,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;55;08.08.2013;08.08.2013;Średnie zakupy;91;8;P03;P03
0,000561151;źle;Źle;klient;46,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;139;28.10.2013;28.10.2013;Niewielki zakupy;78;8;P04;P04
0,000401786;źle;Źle;klient;27;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;112;20.08.2013;20.08.2013;Niewielki zakupy;45;12;P03;P03
0,0008;źle;Źle;klient;33,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;70;03.09.2013;03.09.2013;Niewielki zakupy;56;9;P02;P02
0,000574468;źle;Źle;klient;32,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;94;05.10.2013;05.10.2013;Niewielki zakupy;54;4;P04;P04
0,002285714;źle;Źle;klient;134,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;98;29.10.2013;29.10.2013;Duże zakupu;224;5;P01;P01
0,002581081;źle;Źle;klient;114,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;74;12.09.2013;12.09.2013;Duże zakupu;191;4;P03;P03
0,000577236;źle;Źle;klient;42,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;123;05.08.2013;05.08.2013;Niewielki zakupy;71;15;P04;P04
0,000695906;źle;Źle;klient;71,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;171;25.10.2013;25.10.2013;Średnie zakupy;119;10;P03;P03
0,0312;źle;Źle;klient;93,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;5;04.10.2013;04.10.2013;Średnie zakupy;156;10;P03;P03
0,001;źle;Źle;klient;40,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;68;18.09.2013;18.09.2013;Niewielki zakupy;68;15;P02;P02
0,002409091;źle;Źle;klient;31,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;22;28.10.2013;28.10.2013;Niewielki zakupy;53;15;P04;P04
0,000671642;źle;Źle;klient;54;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;134;19.08.2013;19.08.2013;Średnie zakupy;90;10;P05;P05
0,000921429;źle;Źle;klient;77,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;140;17.10.2013;17.10.2013;Średnie zakupy;129;4;P03;P03
0,001484375;źle;Źle;klient;57;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;64;23.10.2013;23.10.2013;Średnie zakupy;95;10;P01;P01
0,003245614;źle;Źle;klient;111;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;57;19.09.2013;19.09.2013;Duże zakupu;185;5;P03;P03
0,003358974;źle;Źle;klient;78,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;39;08.10.2013;08.10.2013;Średnie zakupy;131;10;P03;P03
0,004552632;źle;Źle;klient;103,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;38;27.10.2013;27.10.2013;Średnie zakupy;173;11;P03;P03
0,000909091;źle;Źle;klient;24;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;44;02.09.2013;02.09.2013;Niewielki zakupy;40;7;P04;P04
0,000488372;źle;Źle;klient;12,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;43;22.10.2013;22.10.2013;Niewielki zakupy;21;6;P03;P03
0,016625;źle;Źle;klient;79,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;8;14.08.2013;14.08.2013;Średnie zakupy;133;8;P02;P02
0,005371429;źle;Źle;klient;112,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;35;26.08.2013;26.08.2013;Duże zakupu;188;9;P05;P05
0,0016;źle;Źle;klient;28,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;30;06.08.2013;06.08.2013;Niewielki zakupy;48;10;P01;P01
0,001933333;źle;Źle;klient;121,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;105;14.08.2013;14.08.2013;Duże zakupu;203;7;P03;P03
0,000497110;źle;Źle;klient;51,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;173;20.10.2013;20.10.2013;Niewielki zakupy;86;4;P01;P01
0,000542857;źle;Źle;klient;34,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;105;26.10.2013;26.10.2013;Niewielki zakupy;57;13;P01;P01
0,001317568;źle;Źle;klient;117;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;148;24.08.2013;24.08.2013;Duże zakupu;195;12;P04;P04
0,001222222;źle;Źle;klient;72,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;99;20.10.2013;20.10.2013;Średnie zakupy;121;3;P03;P03
0,005945946;źle;Źle;klient;132;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;37;06.10.2013;06.10.2013;Duże zakupu;220;8;P03;P03
0,001632653;źle;Źle;klient;48;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;49;29.10.2013;29.10.2013;Niewielki zakupy;80;14;P02;P02
0,003236364;źle;Źle;klient;106,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;55;30.08.2013;30.08.2013;Średnie zakupy;178;6;P02;P02
0,000271186;źle;Źle;klient;19,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;118;08.08.2013;08.08.2013;Niewielki zakupy;32;6;P04;P04
0,003453125;źle;Źle;klient;132,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;64;25.10.2013;25.10.2013;Duże zakupu;221;15;P01;P01
0,0206;źle;Źle;klient;123,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;10;11.08.2013;11.08.2013;Duże zakupu;206;10;P04;P04
0,002345455;źle;Źle;klient;77,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;55;10.09.2013;10.09.2013;Średnie zakupy;129;11;P01;P01
0,00165625;źle;Źle;klient;31,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;32;10.09.2013;10.09.2013;Niewielki zakupy;53;15;P03;P03
0,000393617;źle;Źle;klient;22,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;94;23.08.2013;23.08.2013;Niewielki zakupy;37;4;P01;P01
0,001289256;źle;Źle;klient;93,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;121;19.09.2013;19.09.2013;Średnie zakupy;156;11;P03;P03
0,003416667;źle;Źle;klient;49,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;24;13.10.2013;13.10.2013;Niewielki zakupy;82;7;P01;P01
0,000139073;źle;Źle;klient;12,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;151;18.09.2013;18.09.2013;Niewielki zakupy;21;5;P04;P04
0,001035088;źle;Źle;klient;106,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;171;13.09.2013;13.09.2013;Średnie zakupy;177;5;P03;P03
0,001239726;źle;Źle;klient;108,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;146;21.08.2013;21.08.2013;Duże zakupu;181;3;P03;P03
0,000714286;źle;Źle;klient;18;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;42;21.08.2013;21.08.2013;Niewielki zakupy;30;8;P01;P01
0,004878049;źle;Źle;klient;120;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;41;16.08.2013;16.08.2013;Duże zakupu;200;6;P05;P05
0,000196319;źle;Źle;klient;19,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;163;21.09.2013;21.09.2013;Niewielki zakupy;32;14;P05;P05
0,000470588;źle;Źle;klient;19,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;68;19.08.2013;19.08.2013;Niewielki zakupy;32;6;P03;P03
0,001071429;źle;Źle;klient;99;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;154;08.09.2013;08.09.2013;Średnie zakupy;165;15;P04;P04
0,001677419;źle;Źle;klient;124,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;124;15.08.2013;15.08.2013;Duże zakupu;208;11;P04;P04
0,007958333;źle;Źle;klient;114,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;24;18.08.2013;18.08.2013;Duże zakupu;191;9;P01;P01
0,000652632;źle;Źle;klient;37,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;95;17.08.2013;17.08.2013;Niewielki zakupy;62;8;P04;P04
0,001424460;źle;Źle;klient;118,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;139;28.08.2013;28.08.2013;Duże zakupu;198;15;P04;P04
0,004666667;źle;Źle;klient;42;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;15;14.08.2013;14.08.2013;Niewielki zakupy;70;13;P04;P04
0,001704918;źle;Źle;klient;124,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;122;30.10.2013;30.10.2013;Duże zakupu;208;3;P02;P02
0,00076;źle;Źle;klient;34,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;75;14.09.2013;14.09.2013;Niewielki zakupy;57;9;P02;P02
0,000645161;źle;Źle;klient;48;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;124;29.10.2013;29.10.2013;Niewielki zakupy;80;10;P04;P04
0,0021;źle;Źle;klient;75,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;60;19.09.2013;19.09.2013;Średnie zakupy;126;3;P04;P04
0,000580460;źle;Źle;klient;60,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;174;13.08.2013;13.08.2013;Średnie zakupy;101;3;P05;P05
0,002041667;źle;Źle;klient;29,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;24;08.10.2013;08.10.2013;Niewielki zakupy;49;1;P02;P02
0,001339623;źle;Źle;klient;127,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;159;08.08.2013;08.08.2013;Duże zakupu;213;7;P04;P04
0,000669421;źle;Źle;klient;48,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;121;03.10.2013;03.10.2013;Niewielki zakupy;81;15;P01;P01
0,008823529;źle;Źle;klient;90;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;17;21.09.2013;21.09.2013;Średnie zakupy;150;9;P01;P01
0,001538462;źle;Źle;klient;12;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;13;23.09.2013;23.09.2013;Niewielki zakupy;20;14;P01;P01
0,001957447;źle;Źle;klient;110,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;94;21.09.2013;21.09.2013;Duże zakupu;184;7;P01;P01
0,000543210;źle;Źle;klient;52,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;162;06.10.2013;06.10.2013;Niewielki zakupy;88;2;P03;P03
0,000710843;źle;Źle;klient;35,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;83;22.10.2013;22.10.2013;Niewielki zakupy;59;3;P02;P02
0,000419540;źle;Źle;klient;43,8;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;174;02.08.2013;02.08.2013;Niewielki zakupy;73;1;P04;P04
0,000308511;źle;Źle;klient;17,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;94;22.08.2013;22.08.2013;Niewielki zakupy;29;12;P01;P01
0,002703125;źle;Źle;klient;103,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;64;15.09.2013;15.09.2013;Średnie zakupy;173;5;P03;P03
0,000694268;źle;Źle;klient;65,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;157;25.09.2013;25.09.2013;Średnie zakupy;109;1;P03;P03
0,0085;źle;Źle;klient;102;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;20;07.08.2013;07.08.2013;Średnie zakupy;170;8;P02;P02
0,001711111;źle;Źle;klient;92,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;90;28.08.2013;28.08.2013;Średnie zakupy;154;15;P01;P01
0,001666667;źle;Źle;klient;36;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;36;17.10.2013;17.10.2013;Niewielki zakupy;60;3;P02;P02
0,000296970;źle;Źle;klient;29,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;165;14.08.2013;14.08.2013;Niewielki zakupy;49;12;P01;P01
0,001608696;źle;Źle;klient;22,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;23;14.09.2013;14.09.2013;Niewielki zakupy;37;10;P05;P05
0,001573913;źle;Źle;klient;108,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;115;04.08.2013;04.08.2013;Duże zakupu;181;2;P01;P01
0,001078947;źle;Źle;klient;24,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;38;09.10.2013;09.10.2013;Niewielki zakupy;41;8;P04;P04
0,002158730;źle;Źle;klient;81,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;63;15.09.2013;15.09.2013;Średnie zakupy;136;11;P03;P03
0,003370968;źle;Źle;klient;125,4;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;62;23.08.2013;23.08.2013;Duże zakupu;209;15;P03;P03
0,001983051;źle;Źle;klient;70,2;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;59;05.09.2013;05.09.2013;Średnie zakupy;117;3;P03;P03
0,000381295;źle;Źle;klient;31,8;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;139;30.09.2013;30.09.2013;Niewielki zakupy;53;13;P01;P01
0,002493333;źle;Źle;klient;112,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;75;28.09.2013;28.09.2013;Duże zakupu;187;14;P02;P02
0,003;źle;Źle;klient;52,2;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;29;16.08.2013;16.08.2013;Niewielki zakupy;87;9;P05;P05
0,001792;źle;Źle;klient;134,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;125;06.09.2013;06.09.2013;Duże zakupu;224;13;P01;P01
0,000718447;źle;Źle;klient;44,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;103;30.09.2013;30.09.2013;Niewielki zakupy;74;12;P05;P05
0,001385714;źle;Źle;klient;58,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;70;21.08.2013;21.08.2013;Średnie zakupy;97;15;P04;P04
0,002581395;źle;Źle;klient;66,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;krótko;43;07.10.2013;07.10.2013;Średnie zakupy;111;2;P03;P03
0,001248447;źle;Źle;klient;120,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;dłuugo;161;15.08.2013;15.08.2013;Duże zakupu;201;5;P02;P02
0,001820896;źle;Źle;klient;73,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;67;26.10.2013;26.10.2013;Średnie zakupy;122;1;P04;P04
0,008533333;źle;Źle;klient;76,8;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;15;08.08.2013;08.08.2013;Średnie zakupy;128;8;P02;P02
0,0063;źle;Źle;klient;75,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;20;27.08.2013;27.08.2013;Średnie zakupy;126;6;P05;P05
0,001296053;źle;Źle;klient;118,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;152;04.08.2013;04.08.2013;Duże zakupu;197;12;P01;P01
0,00375;źle;Źle;klient;45;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;20;28.10.2013;28.10.2013;Niewielki zakupy;75;15;P02;P02
0,0016;źle;Źle;klient;129,6;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;135;10.08.2013;10.08.2013;Duże zakupu;216;2;P05;P05
0,001504854;źle;Źle;klient;93;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;średnio;103;29.08.2013;29.08.2013;Średnie zakupy;155;15;P04;P04
0,007714286;źle;Źle;klient;32,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;7;20.10.2013;20.10.2013;Niewielki zakupy;54;11;P05;P05
0,000291925;źle;Źle;klient;28,2;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;161;25.10.2013;25.10.2013;Niewielki zakupy;47;14;P04;P04
0,000291139;źle;Źle;klient;27,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;158;02.10.2013;02.10.2013;Niewielki zakupy;46;2;P03;P03
0,0322;źle;Źle;klient;96,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;krótko;5;16.10.2013;16.10.2013;Średnie zakupy;161;14;P01;P01
0,000190184;źle;Źle;klient;18,6;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;163;26.08.2013;26.08.2013;Niewielki zakupy;31;5;P04;P04
0,001159292;źle;Źle;klient;78,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;średnio;113;20.08.2013;20.08.2013;Średnie zakupy;131;8;P03;P03
0,001611765;źle;Źle;klient;82,2;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;85;25.08.2013;25.08.2013;Średnie zakupy;137;5;P02;P02
0,001530303;źle;Źle;klient;121,2;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;132;17.09.2013;17.09.2013;Duże zakupu;202;3;P01;P01
0,000759777;źle;Źle;klient;81,6;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;dłuugo;179;16.10.2013;16.10.2013;Średnie zakupy;136;4;P01;P01
0,008769231;źle;Źle;klient;68,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;13;14.08.2013;14.08.2013;Średnie zakupy;114;10;P02;P02
0,000370370;źle;Źle;klient;12;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;54;17.10.2013;17.10.2013;Niewielki zakupy;20;13;P05;P05
0,002688525;źle;Źle;klient;98,4;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;średnio;61;14.10.2013;14.10.2013;Średnie zakupy;164;9;P02;P02
0,001581560;źle;Źle;klient;133,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;dłuugo;141;28.10.2013;28.10.2013;Duże zakupu;223;13;P05;P05
0,000936364;źle;Źle;klient;61,8;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;średnio;110;27.09.2013;27.09.2013;Średnie zakupy;103;10;P05;P05
0,069666667;źle;Źle;klient;125,4;Centralny;Krystyna Noczulska;1;Łódź;Łódź;Centrum;krótko;3;06.10.2013;06.10.2013;Duże zakupu;209;3;P05;P05
0,000978022;źle;Źle;klient;53,4;Mazowiecki;Jan Kowalski;1;Warszawa;Warszawa;Centrum;średnio;91;26.09.2013;26.09.2013;Niewielki zakupy;89;11;P01;P01
0,001449664;źle;Źle;klient;129,6;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;149;30.10.2013;30.10.2013;Duże zakupu;216;15;P03;P03
0,000369942;źle;Źle;klient;38,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;173;15.10.2013;15.10.2013;Niewielki zakupy;64;1;P04;P04
0,002275862;źle;Źle;klient;39,6;południowo-zachodni;Krzysztof Bąk;1;Wrocław;Wrocław;Zachód;krótko;29;19.09.2013;19.09.2013;Niewielki zakupy;66;7;P02;P02
0,001615385;źle;Źle;klient;126;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;130;30.08.2013;30.08.2013;Duże zakupu;210;6;P04;P04
0,001304878;źle;Źle;klient;128,4;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;dłuugo;164;23.08.2013;23.08.2013;Duże zakupu;214;2;P04;P04
0,002727273;źle;Źle;klient;72;Mazowiecki;Aleksandra Matulak;1;Warszawa;Warszawa;Centrum;krótko;44;27.10.2013;27.10.2013;Średnie zakupy;120;5;P04;P04
0,000417219;źle;Źle;klient;37,8;Wschodni;Paweł Panas;1;Rzeszów;Rzeszów;Południe;dłuugo;151;12.09.2013;12.09.2013;Niewielki zakupy;63;3;P03;P03
